Gene	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
STAC3	7	No	N/A	No	0.8572371	1	1	1	0.554	1	1	1	1	1	1	1	1	1	1	0
PCDH20	24	No	N/A	No	1	1	1	1	0.789	1	1	1	1	1	0.893218	1	1	1	1	0
GLTSCR2	7	No	N/A	No	0.5107543	0.102045650639497	1	1	0.467	1	1	1	1	1	1	1	1	1	1	0
TBX22	32	No	N/A	No	0.5412989	1	1	1	0.673	1	1	1	1	1	0.893218	1	1	1	1	0
ACSS2	5	No	N/A	No	1	1	1	1	0.524	1	1	1	1	1	1	1	0.0706902237392568	1	1	0
SLC17A7	8	No	N/A	No	1	1	1	1	0.579	1	1	1	1	1	1	1	1	1	1	0
P2RY8	9	No	Unk	Other somatic drivers in other tissues	0.1531633	1	1	1	0.93	1	1	1	1	1	0.846898	1	1	1	1	0
PDILT	26	No	N/A	No	0.2587267	1	1	1	0.35	1	1	1	1	1	0.876315	1	1	1	1	0
SLC2A3	10	No	N/A	No	0.2870043	1	1	1	0.729	1	1	1	1	1	0.984548	1	1	1	1	0
LRRC6	15	No	N/A	No	0.1208202	1	1	1	0.345	1	1	1	1	1	1	1	1	1	1	0
CDC23	12	No	N/A	No	1	1	1	1	0.711	1	1	1	1	1	1	1	1	1	1	0
PITPNM1	5	No	N/A	No	1	1	1	1	0.95	1	1	1	1	1	1	1	0.142779427012731	1	1	0
XYLB	5	No	N/A	No	0.2098049	1	1	1	0.692	1	1	1	1	1	1	1	1	1	1	0
ZNF512	30	No	N/A	No	0.9539923	1	1	1	0.938	1	1	1	1	1	1	1	1	1	1	0
TRAPPC12	11	No	N/A	No	1	0.563306601079227	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C2orf70	7	No	N/A	No	1	1	1	1	0.226	1	1	1	1	1	1	1	1	1	1	0
USP21	11	No	N/A	No	0.9342396	1	1	1	0.821	1	1	1	1	1	1	1	1	1	1	0
TLL1	44	No	N/A	No	0.0007580954	1	1	1	0.285	1	1	1	1	1	0.775086	1	1	1	1	1
PGM5	14	No	N/A	No	0.03023947	1	0.22129056329	1	0.919	1	1	1	1	1	0.998017	1	1	1	1	1
SMTNL1	6	No	N/A	No	0.9393047	1	1	1	0.66	1	1	1	1	1	1	1	1	1	1	0
GHSR	7	No	N/A	No	1	1	1	1	0.974	1	1	1	1	1	1	1	1	1	1	0
HOXB13	6	No	N/A	No	0.4568589	1	1	1	0.222	1	1	1	1	1	1	1	1	1	1	0
NBPF10	44	No	N/A	No	1	1	0.000391159358305	1.03674e-35	0.3	1.11280313949126e-16	1	1	1	1	1	1.956e-07	1	8.79986729172664e-13	1	5
AC005609.1	40	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZBBX	33	No	N/A	No	0.02166505	1	1	1	0.304	0.719525801740345	1	1	1	1	1	1	1	1	1	1
TLN2	29	No	N/A	No	1	1	0.242974966049	1	0.53	1	1	1	1	1	0.813571	1	0.0025896599427959	1	1	1
WWP2	7	No	N/A	No	1	0.936898916612461	1	1	0.119	1	1	1	1	1	1	1	0.0739710379426601	1	1	0
CALN1	15	No	N/A	No	1	1	1	1	0.414	1	1	1	1	1	0.924518	1	1	1	1	0
PPM1G	16	No	N/A	No	1	1	1	1	0.953	1	1	1	1	1	1	1	1	1	1	0
AL591845.1	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CREB3L4	5	No	N/A	No	1	0.426839177140102	1	1	0.447	1	1	1	1	1	1	1	1	1	1	0
ZMYM6	8	No	N/A	No	0.3499117	0.415972084116031	1	1	0.406	1	1	1	1	1	1	1	1	1	1	0
EIF2C3	11	No	N/A	No	1	0.0567177591598802	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DNTT	6	No	N/A	No	0.8851151	1	1	1	0.75	1	1	1	1	1	1	1	1	1	1	0
MAP2K6	5	No	N/A	No	1	1	1	1	0.808	1	1	1	1	1	1	1	1	1	1	0
ATP1B4	12	No	N/A	No	5.105421e-05	1	1	1	0.689	1	1	1	1	1	0.851005	1	1	1	1	1
ARPP21	34	No	N/A	No	0.01975906	1	1	1	0.683	1	1	1	1	1	1	1	1	1	1	1
MAN2B1	7	No	N/A	No	1	1	1	1	0.137	1	1	1	1	1	1	1	1	1	1	0
RBM44	17	No	N/A	No	0.4602527	1	1	1	0.0522	1	1	1	1	1	1	1	1	1	1	0
ADCK4	7	No	N/A	No	1	1	1	1	0.788	1	1	1	1	1	1	1	1	1	1	0
TRIM68	12	No	N/A	No	1	0.883511825029756	1	1	0.613	1	1	1	1	1	0.893218	1	1	1	1	0
FAM20B	6	No	N/A	No	0.2277576	0.47238533023382	1	1	0.126	1	1	1	1	1	1	1	1	1	1	0
LRRC37A3	7	No	N/A	No	1	1	1	0.0002919645	0.339	1	1	1	1	1	1	1	1	1	1	1
PRR23C	5	No	N/A	No	1	1	1	0.003420165	1	1	1	1	1	1	1	1	1	1	1	1
HSPB9	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AGTR2	6	No	N/A	No	0.2361763	1	1	1	0.0704	1	1	1	1	1	1	1	1	1	1	0
SPANXN3	13	No	N/A	No	0.9802418	1	1	1	0.241	1	1	1	1	1	1	1	1	1	1	0
MLKL	5	No	N/A	No	1	1	1	1	0.22	1	1	1	1	1	1	1	0.173210812858429	1	1	0
PHLPP1	10	No	N/A	No	1	1	1	1	0.197	1	1	1	1	1	1	1	1	1	1	0
HMGCR	5	No	N/A	No	1	0.370651071463208	0.0107520760273	1	0.161	1	1	1	1	1	1	1	1	1	1	1
SYTL4	19	No	N/A	No	0.770397	0.0331443933961099	1	1	0.593	0.977836716081565	1	1	1	1	1	1	1	1	1	1
SCG2	18	No	N/A	No	0.003845581	1	1	1	0.0126	1	1	1	1	1	1	1	0.205918268133362	1	1	2
CEP57	6	No	N/A	No	0.734639	0.32768999291708	1	1	0.786	1	1	1	1	1	1	1	1	1	1	0
ZSCAN32	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KCNJ10	5	No	N/A	No	1	1	1	1	0.53	1	1	1	1	1	1	1	1	1	1	0
OR2A2	17	No	N/A	No	0.06870364	1	1	1	0.897	1	1	1	1	1	0.975839	1	1	1	1	0
SLC12A2	17	No	N/A	No	0.3602768	0.220894536580263	1	1	0.287	1	1	1	1	1	1	1	1	1	1	0
CACNA2D1	47	No	N/A	No	0.01707397	1	1	1	0.893	1	1	1	1	1	1	1	1	1	1	1
PRDM14	24	No	N/A	No	1	1	1	1	0.688	1	1	1	1	1	0.905925	1	1	1	1	0
CCDC80	20	No	N/A	No	0.9416282	0.314994293999892	1	1	0.209	1	1	1	1	1	1	1	1	1	1	0
ADORA3	6	No	N/A	No	0.8573799	1	1	1	0.471	1	1	1	1	1	1	1	1	1	1	0
AC037459.4	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IL7R	21	No	Unk	Missense somatic drivers in other tissues	0.00999268	1	0.328633310602	1	0.41	1	1	1	1	1	0.883662	1	0.064911995975135	1	1	1
SAMD4A	9	No	N/A	No	0.4805715	1	1	1	0.634	1	1	1	1	1	1	1	1	1	1	0
KRT6C	6	No	N/A	No	0.856862	1	1	1	0.0578	1	1	1	1	1	1	1	0.0243849788654116	1	1	1
PRKD1	30	No	N/A	No	1	0.225670704571177	0.253136669972	1	0.249	1	1	1	1	1	0.931447	1	1	1	1.414891e-07	1
ARHGEF12	25	No	TSG	Other somatic drivers in other tissues	0.2772184	0.0738606532824785	0.170584080939	1	0.518	1	1	1	1	1	1	1	1	1	1	0
DENND5A	9	No	N/A	No	1	0.940200336138207	1	1	0.0977	1	1	1	1	1	1	1	0.210163579129728	1	1	0
LDB2	22	No	N/A	No	1.420063e-05	6.33932906168866e-11	0.353290980459	1	0.141	1	1	1	1	1	1	1	1	1	1	2
OSMR	7	No	N/A	No	1	1	1	1	0.475	1	1	1	1	1	1	1	0.173106002126807	1	1	0
ZBTB33	7	No	N/A	No	1	1	1	1	0.291	1	1	1	1	1	1	1	1	1	1	0
PBRM1	9	No	TSG	Missense somatic drivers in other tissues	0.6744165	0.12364754765014	0.100384925611	1	0.0925	1	1	1	1	1	1	1	1	1	1	0
HDGFRP2	6	No	N/A	No	1	1	1	1	0.973	1	1	1	1	1	1	1	1	1	1	0
COBLL1	6	No	N/A	No	1	1	1	1	0.723	1	1	1	1	1	1	1	0.136486290896932	1	1	0
APPL1	5	No	N/A	No	1	1	1	1	0.783	1	1	1	1	1	1	1	0.0706278765101185	1	1	0
AP4E1	8	No	N/A	No	1	1	1	1	0.604	1	1	1	1	1	1	1	1	1	1	0
AC018630.1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FGF18	6	No	N/A	No	0.2064242	1	1	1	0.124	1	1	1	1	1	0.877851	1	1	1	1	0
PRDX6	5	No	N/A	No	1	0.136959321947164	1	1	0.695	1	1	1	1	1	1	1	0.181941272135307	1	1	0
ZNF254	11	No	N/A	No	0.5386602	0.367636152620311	1	1	0.353	1	1	1	1	1	1	1	1	1	1	0
ACTR3B	6	No	N/A	No	0.6611525	0.825165508277892	1	1	0.644	1	1	1	1	1	0.971316	1	1	1	1	0
OR4K15	15	No	N/A	No	0.6844859	1	1	1	0.403	1	1	1	1	1	0.84456	1	1	1	1	0
PUS7	10	No	N/A	No	0.4032794	0.292765505365231	1	1	0.968	1	1	1	1	1	1	1	1	1	1	0
FNDC7	11	No	N/A	No	0.008474931	1	1	1	0.53	1	1	1	1	1	0.489337	1	1	1	1	1
KLHL13	14	No	N/A	No	0.4029583	1	1	1	0.243	1	1	1	1	1	0.904408	1	1	1	1	0
INMT	7	No	N/A	No	0.2985881	1	1	1	0.339	1	1	1	1	1	0.904178	1	1	1	1	0
PHF21A	8	No	N/A	No	1	1	1	1	0.822	1	1	1	1	1	1	1	1	1	1	0
CENPT	18	No	N/A	No	1	1	1	1	0.0702	1	1	1	1	1	1	1	1	1	1	0
FURIN	7	No	N/A	No	0.4790942	1	1	1	0.567	1	1	1	1	1	1	1	1	1	1	0
LRRC53	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TTLL7	19	No	N/A	No	0.5625106	1	1	1	0.0633	1	1	1	1	1	0.849307	1	1	1	1	0
FAIM3	7	No	N/A	No	0.3669162	1	1	1	0.3	1	1	1	1	1	1	1	1	1	1	0
RSPH4A	6	No	N/A	No	1	1	1	1	0.793	1	1	1	1	1	1	1	1	1	1	0
TSG101	6	No	N/A	No	0.5439142	0.964230973553931	1	1	0.298	1	1	1	1	1	1	1	1	1	1	0
IFT46	5	No	N/A	No	1	1	1	1	0.132	1	1	1	1	1	1	1	1	1	1	0
SNAPC3	5	No	N/A	No	1	1	1	1	0.858	1	1	1	1	1	1	1	0.139224445318337	1	1	0
TRIM71	8	No	N/A	No	1	1	1	1	0.645	1	1	1	1	1	0.866928	1	1	1	1	0
TIMP1	5	No	N/A	No	1	0.97835512181778	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TLE4	9	No	N/A	No	1	1	1	1	0.723	1	1	1	1	1	1	1	1	1	1	0
CLEC9A	10	No	N/A	No	0.7589862	1	1	1	0.969	1	1	1	1	1	1	1	1	1	1	0
ZXDB	6	No	N/A	No	1	1	1	1	0.319	1	1	1	1	1	1	1	1	1	1	0
MYEF2	16	No	N/A	No	0.5650756	0.0372216863527475	1	1	0.00885	1	1	1	1	1	0.93069	1	1	1	1	2
CTD-2006C1.10	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GDF9	9	No	N/A	No	0.2262628	1	1	1	0.629	1	1	1	1	1	1	1	1	1	1	0
TDRD10	11	No	N/A	No	0.3537591	1	1	1	0.344	1	1	1	1	1	1	1	1	1	1	0
OR1N1	5	No	N/A	No	0.5975339	1	1	1	0.819	1	1	1	1	1	1	1	1	1	1	0
WDR77	7	No	N/A	No	0.4203799	0.454677983133182	1	1	0.143	1	1	1	1	1	1	1	0.189813937178271	1	1	0
KDM2B	15	No	N/A	No	0.9164398	1	0.264254949146	1	0.635	0.431839112263137	1	1	1	1	1	1	0.0880616399125384	1	1	0
BMP4	6	No	N/A	No	1	0.64052293163753	1	1	0.478	1	1	1	1	1	1	1	1	1	1	0
MERTK	13	No	N/A	No	1	1	1	1	0.751	1	1	1	1	1	1	1	0.171340889325947	1	1	0
FOXF1	6	No	N/A	No	0.9574424	1	1	1	0.664	1	1	1	1	1	1	1	1	1	1	0
UXS1	6	No	N/A	No	1	0.671432325139393	1	1	0.0857	1	1	1	1	1	1	1	1	1	1	0
NTNG2	10	No	N/A	No	0.6032719	1	1	1	0.955	1	1	1	1	1	0.893218	1	1	1	1	0
AKAP13	19	No	N/A	No	1	1	1	1	0.274	1	1	1	1	1	1	1	0.0027659113404761	1	1	1
TIGIT	6	No	N/A	No	1	1	1	1	0.665	1	1	1	1	1	1	1	1	1	1	0
VWA5A	12	No	N/A	No	1	0.0199179792992981	1	1	0.169	1	1	1	1	1	1	1	1	1	1	1
PCDHGB7	99	No	N/A	No	0.7503371	1	1	1	0.767	1	1	1	1	1	0.837667	1	1	1	1	0
ESF1	10	No	N/A	No	1	0.949176498535178	1	1	0.0349	1	1	1	1	1	1	1	0.191398046396397	1	1	1
TBC1D5	13	No	N/A	No	1	0.578868775442473	1	1	0.307	1	1	1	1	1	1	1	1	1	1	0
RGS1	14	No	N/A	No	0.0005623268	1	0.167871495779	1	0.731	1	1	1	1	1	0.789492	1	1	1	1	1
OR1E2	5	No	N/A	No	0.5978561	1	1	1	0.475	1	1	1	1	1	1	1	1	1	1	0
EZH1	5	No	N/A	No	1	1	1	1	0.493	1	1	1	1	1	1	1	1	1	1	0
B3GNT3	7	No	N/A	No	0.8354432	1	1	1	0.255	1	1	1	1	1	1	1	0.109200749101697	1	1	0
TRAF5	5	No	N/A	No	1	1	1	1	0.649	1	1	1	1	1	1	1	1	1	1	0
ITGA3	10	No	N/A	No	0.9516766	1	1	1	0.894	1	1	1	1	1	0.976906	1	1	1	1	0
ADAMTS5	40	No	N/A	No	0.02209643	0.92479814139969	1	1	0.106	1	1	1	1	1	0.953733	1	1	1	1	1
ZNF347	13	No	N/A	No	1	1	1	1	0.543	1	1	1	1	1	1	1	0.198044009323204	1	1	0
HOXC6	5	No	N/A	No	0.8862819	1	1	1	0.888	1	1	1	1	1	1	1	1	1	1	0
SLC4A8	14	No	N/A	No	0.1186389	1	1	1	0.727	1	1	1	1	1	1	1	1	1	1	0
OR52N5	9	No	N/A	No	1	1	1	1	0.614	0.841832270789032	1	1	1	1	1	1	1	1	1	0
TOX	7	No	N/A	No	1	1	1	1	0.686	1	1	1	1	1	1	1	1	1	1	0
TTC24	6	No	N/A	No	0.2416323	1	1	1	0.672	1	1	1	1	1	1	1	1	1	1	0
CIC	11	No	OG/TSG	Missense somatic drivers in other tissues	1	0.0341624655769627	1	1	0.00971	1	1	1	1	1	1	1	1	1	1	2
CCT2	5	No	N/A	No	0.5964396	1	1	1	0.244	1	1	1	1	1	1	1	0.137542558179065	1	1	0
KBTBD8	10	No	N/A	No	0.6014923	1	1	1	0.788	1	1	1	1	1	1	1	1	1	1	0
TMEM86A	9	No	N/A	No	1	1	1	1	0.193	1	1	1	1	1	1	1	1	1	1	0
P4HTM	6	No	N/A	No	0.622613	0.39495900853216	1	1	0.0354	1	1	1	1	1	1	1	1	1	1	1
SPATA20	5	No	N/A	No	1	1	1	1	0.592	1	1	1	1	1	1	1	1	1	1	0
C11orf42	7	No	N/A	No	1	1	1	1	0.46	1	1	1	1	1	1	1	1	1	1	0
CSGALNACT1	7	No	N/A	No	0.760836	0.612397421167109	1	1	0.585	1	1	1	1	1	1	1	1	1	1	0
Z97053.1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PTK7	14	No	N/A	No	1	0.366830587299644	1	1	0.31	1	1	1	1	1	0.851184	1	1	1	1	0
PTPRC	41	No	Unk	Missense somatic drivers in other tissues	0.004048892	1	0.429974003253	1	0.823	1	1	1	1	1	0.964422	1	1	1	1	1
OTOA	21	No	N/A	No	0.02853006	1	1	1	0.977	1	1	1	1	1	1	1	1	1	1	1
GNG13	8	No	N/A	No	0.4965863	1	1	1	0.856	1	1	1	1	1	1	1	1	1	1	0
SLC38A4	6	No	N/A	No	1	1	1	1	0.303	1	1	1	1	1	1	1	1	1	1	0
NFIA	6	No	N/A	No	1	1	1	1	0.773	1	1	1	1	1	1	1	1	1	1	0
TMLHE	9	No	N/A	No	0.007340618	1	1	1	0.122	1	1	1	1	1	0.851184	1	1	1	1	1
STX1B	11	No	N/A	No	1	1	1	1	0.933	1	1	1	1	1	1	1	1	1	1	0
SLC41A3	6	No	N/A	No	0.6451699	0.58171667993133	1	1	0.974	1	1	1	1	1	1	1	1	1	1	0
CCT4	7	No	N/A	No	0.3537591	0.0735101163591651	1	1	0.227	1	1	1	1	1	0.853347	1	1	1	1	0
SLC24A1	5	No	N/A	No	1	1	1	1	0.537	1	1	1	1	1	1	1	1	1	1	0
CNOT3	12	No	TSG	Missense somatic drivers in other tissues	0.8696959	1	1	1	0.758	1	1	1	1	1	1	1	1	1	1	0
SLC22A8	9	No	N/A	No	0.03893414	1	1	1	0.198	1	1	1	1	1	1	1	1	1	1	1
PDLIM3	6	No	N/A	No	0.6712394	0.828648297099652	1	1	0.0174	1	1	1	1	1	1	1	1	1	1	1
SUN5	8	No	N/A	No	0.4276855	1	1	1	0.587	1	1	1	1	1	1	1	1	1	1	0
PCDHB4	39	No	N/A	No	1	1	1	1	0.237	1	1	1	1	1	0.929167	1	1	1	1	0
SLC17A4	20	No	N/A	No	0.4608987	1	1	1	0.168	1	1	1	1	1	1	1	1	1	1	0
TARS2	19	No	N/A	No	0.08305946	0.0630366303064258	0.137798603258	1	0.29	1	1	1	1	1	0.837028	1	1	1	1	0
FAM108B1	8	No	N/A	No	1	0.125674675712943	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POLR2B	14	No	N/A	No	1	1	1	1	0.221	1	1	1	1	1	0.875778	1	0.0817159722784736	1	1	0
PZP	26	No	N/A	No	0.3128841	1	1	1	0.378	1	0.692312765289718	1	1	1	0.96459	1	1	1	1	0
ANKRD36C	13	No	N/A	No	1	1	1	1.333472e-15	1	7.83623116723947e-07	1	1	1	1	1	0.0002057	1	1	1	3
DDX11	17	No	N/A	No	0.2663286	0.857742621352967	0.308925641919	1	0.893	1	1	1	1	1	1	1	0.13980524293827	1	1	0
PRRX1	11	No	Unk	Other somatic drivers in other tissues	0.5402699	1	0.170584080939	1	0.079	1	1	1	1	1	1	1	1	1	1	0
ANK2	134	No	N/A	No	0.001724659	0.0153153308970047	0.487744077384	1	0.942	1	1	1	1	1	0.929167	1	0.138870920489707	1	1	2
MYEOV	9	No	N/A	No	0.6622638	1	1	1	0.968	1	1	1	1	1	1	1	1	1	1	0
ATG4B	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SOCS6	5	No	N/A	No	1	1	1	1	0.295	1	1	1	1	1	1	1	1	1	1	0
KIFC1	14	No	N/A	No	0.2242806	1	1	1	0.713	1	1	1	1	1	1	1	1	1	1	0
MLC1	5	No	N/A	No	0.5638746	1	1	1	0.249	1	1	1	1	1	1	1	1	1	1	0
GRIN1	9	No	N/A	No	0.8311176	1	1	1	0.757	1	1	1	1	1	1	1	1	1	1	0
HAO1	13	No	N/A	No	0.5293876	1	1	1	0.235	1	1	1	1	1	0.904178	1	1	1	1	0
RAB19	5	No	N/A	No	0.5676049	1	1	1	0.136	1	1	1	1	1	1	1	1	1	1	0
AC105020.1	12	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SARDH	12	No	N/A	No	0.4848396	1	1	1	0.84	1	1	1	1	1	0.921578	1	1	1	1	0
RPL36AL	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0735427410286275	1	1	0
POC5	6	No	N/A	No	0.7508266	0.230466290606924	1	1	0.341	1	1	1	1	1	1	1	1	1	1	0
SYT10	28	No	N/A	No	1	1	1	1	0.832	1	1	1	1	1	0.904178	1	1	1	1	0
CABP1	8	No	N/A	No	1	1	1	1	0.162	1	1	1	1	1	1	1	1	1	1	0
NELL1	52	No	N/A	No	0.0003441992	1	1	1	0.176	1	1	1	1	1	0.899179	1	1	1	1	1
NGF	7	No	N/A	No	0.2226842	1	1	1	0.415	1	1	1	1	1	1	1	1	1	1	0
TKTL1	14	No	N/A	No	0.02897586	1	1	1	0.824	1	1	1	1	1	0.639563	1	1	1	1	1
SUSD3	5	No	N/A	No	0.2170606	1	1	1	0.406	1	1	1	1	1	1	1	1	1	1	0
ZNF19	13	No	N/A	No	1	1	1	1	0.608	1	1	1	1	1	1	1	1	1	1	0
METTL14	6	No	N/A	No	0.7546086	0.480466063635398	1	1	0.0633	1	1	1	1	1	1	1	1	1	1	0
NOXA1	5	No	N/A	No	0.9247493	1	1	1	0.931	1	1	1	1	1	1	1	0.105888578443869	1	1	0
SHPK	12	No	N/A	No	0.8458495	0.991872927872966	1	1	0.00705	1	1	1	1	1	1	1	0.1106779113266	1	1	1
GTF3C3	5	No	N/A	No	1	1	1	1	0.297	1	1	1	1	1	1	1	1	1	1	0
OR2H1	16	No	N/A	No	0.003867498	1	1	1	0.334	1	1	1	1	1	0.883662	1	1	1	1	1
PIGG	13	No	N/A	No	1	1	0.22129056329	1	0.305	1	1	1	1	1	0.924518	1	1	1	1	0
ADCY7	14	No	N/A	No	0.1881315	0.204229919339501	1	1	0.916	1	1	1	1	1	1	1	1	1	1	0
FBN2	107	No	N/A	No	5.263016e-06	1	1	1	0.943	0.970625549388005	1	1	1	1	0.51945	1	1	1	1	1
ABCA1	21	No	N/A	No	1	1	1	1	0.607	1	1	1	1	1	1	1	1	1	1	0
ZNF385C	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C11orf35	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C1orf114	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IQGAP3	16	No	N/A	No	1	0.92218930135266	1	1	0.0825	1	1	1	1	1	1	1	0.112063270166614	1	1	0
INHBE	5	No	N/A	No	0.6126968	1	1	1	0.642	1	1	1	1	1	1	1	1	1	1	0
EXOC1	6	No	N/A	No	1	1	1	1	0.862	1	1	1	1	1	1	1	1	1	1	0
CGREF1	6	No	N/A	No	0.5396575	1	1	1	0.27	1	1	1	1	1	1	1	1	1	1	0
LRRC23	10	No	N/A	No	0.5391405	1	1	1	0.108	1	1	1	1	1	1	1	1	1	1	0
BAZ1B	11	No	N/A	No	1	1	1	1	0.685	1	1	1	1	1	1	1	0.213074486659931	1	1	0
CHRD	15	No	N/A	No	0.5556093	1	1	1	0.0463	1	1	1	1	1	1	1	1	1	1	1
DVL2	15	No	N/A	No	1	0.117197296798812	1	1	0.538	1	1	1	1	1	1	1	1	1	1	0
ERI3	5	No	N/A	No	0.742929	1	1	1	0.29	1	1	1	1	1	1	1	1	1	1	0
DYNC1I2	6	No	N/A	No	0.5775541	1	1	1	0.656	1	1	1	1	1	1	1	1	1	1	0
LSM14A	6	No	Unk	Other somatic drivers in other tissues	0.839107	0.987180559465423	1	1	0.626	1	1	1	1	1	1	1	1	1	1	0
TCTN1	6	No	N/A	No	1	1	1	1	0.49	1	1	1	1	1	1	1	1	1	1	0
DLG3	7	No	N/A	No	1	0.720335999206547	1	1	0.657	1	1	1	1	1	1	1	1	1	1	0
NLRP3	97	No	N/A	No	1	1	1	1	0.305	1	1	1	1	1	0.831652	1	1	1	1	0
L34079.2	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TIMD4	19	No	N/A	No	0.002516166	1	1	1	0.895	1	1	1	1	1	1	1	1	1	1	1
HCK	15	No	N/A	No	5.221015e-05	1	1	1	0.704	1	1	1	1	1	0.814079	1	1	1	1	1
SBNO2	5	No	N/A	No	1	1	1	1	0.459	1	1	1	1	1	1	1	1	1	1	0
AGRN	15	No	N/A	No	0.9066567	1	0.281939728329	1	0.102	1	1	1	1	1	1	1	1	1	1	0
USP5	19	No	N/A	No	0.9626137	1	1	1	0.631	1	1	1	1	1	1	1	1	1	1	0
POMGNT1	9	No	N/A	No	1	1	1	1	0.856	1	1	1	1	1	1	1	1	1	1	0
TAX1BP1	7	No	N/A	No	1	0.747174222877109	1	1	0.168	1	1	1	1	1	1	1	1	1	1	0
OR4K14	9	No	N/A	No	1	1	1	1	0.476	1	1	1	1	1	0.953733	1	1	1	1	0
FSHR	36	No	N/A	No	0.5805721	1	1	1	0.719	1	1	1	1	1	0.794318	1	1	1	1	0
CD82	5	No	N/A	No	0.4089258	0.548361315064681	1	1	0.398	1	1	1	1	1	1	1	1	1	1	0
MPDZ	21	No	N/A	No	1	0.472633196236442	1	1	0.691	1	1	1	1	1	1	1	1	1	1	0
PLSCR4	10	No	N/A	No	0.317337	0.667408339369985	1	1	0.218	1	1	1	1	1	1	1	1	1	1	0
SLIT3	39	No	N/A	No	1	1	0.175639377979	1	0.546	1	1	1	1	1	0.807203	1	1	1	1	0
MIS18BP1	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.00636982939591058	1	1	1
ANKRD42	7	No	N/A	No	0.3031335	0.894599792438748	1	1	0.337	1	1	1	1	1	1	1	1	1	1	0
VN1R2	19	No	N/A	No	0.02718894	1	1	1	0.492	1	1	1	1	1	1	1	1	1	1	1
GPR15	9	No	N/A	No	0.2420671	1	1	1	0.733	1	1	1	1	1	0.92874	1	1	1	0.002031438	1
GRIK4	25	No	N/A	No	0.918495	1	1	1	0.381	1	1	1	1	1	0.970632	1	1	1	1	0
CNTFR	5	No	N/A	No	0.4722741	1	1	1	0.584	1	1	1	1	1	1	1	1	1	1	0
DACT1	25	No	N/A	No	9.151927e-05	1	0.178803617735	1	0.425	0.66707065937359	1	1	1	1	1	1	1	1	1	1
MAP3K3	11	No	N/A	No	0.3944292	0.492580642820151	1	1	0.144	1	1	1	1	1	1	1	0.00405360116898365	1	1	1
CHAF1A	14	No	N/A	No	0.9279318	0.699050849276015	1	1	0.0702	1	1	1	1	1	1	1	1	1	1	0
ZNF98	23	No	N/A	No	1	1	1	1	0.996	1	1	1	1	1	1	1	1	1	1	0
KRTAP5-4	13	No	N/A	No	1	1	1	1	0.685	1	1	1	1	1	1	1	1	1	1	0
ZFP91	14	No	N/A	No	0.954939	0.0380410211545345	1	1	0.0376	1	1	1	1	1	1	1	1	1	1	2
DFNB59	10	No	N/A	No	0.3635549	1	1	1	0.167	1	1	1	1	1	1	1	1	1	1	0
SLC35A5	7	No	N/A	No	0.5638746	1	1	1	0.746	1	1	1	1	1	1	1	1	1	1	0
CAPN12	5	No	N/A	No	1	0.179184678882857	1	1	0.504	1	1	1	1	1	1	1	1	1	1	0
PASD1	30	No	N/A	No	0.0002945628	1	1	1	0.253	1	1	1	1	1	0.716078	1	1	1	1	1
ATXN1	21	No	N/A	No	0.2930498	1	1	1	0.933	1	1	1	1	1	1	0.0002263	1	1	1	1
DCHS1	50	No	N/A	No	1	0.293208104391555	0.333708167306	3.610117e-05	0.0769	0.677886498009718	1	1	1	1	0.813571	1	1	1	1	1
ENTPD6	6	No	N/A	No	0.8596171	0.468049256474062	1	1	0.0456	1	1	1	1	1	0.917635	1	1	1	1	1
