Gene	Tissue	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
NRDE2	luad	17	No	N/A	No	1	0.488851112740608	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IGSF22	luad	26	No	N/A	No	1	1	1	1	0.71	0.8595151251455	1	1	1	1	0.602261	1	1	1	1	0
NUF2	luad	15	No	N/A	No	0.1146268	1	1	1	0.436	1	1	1	1	1	1	1	1	1	1	0
AQP12B	luad	7	No	N/A	No	0.3459232	1	1	1	0.426	1	1	1	1	1	1	1	1	1	1	0
CBL	luad	16	No	OG/TSG	Missense somatic drivers in other tissues	0.008472689	0.298839778205523	1	1	0.425	1	1	1	1	1	0.93069	1	1	1	1	1
PNMA5	luad	8	No	N/A	No	0.3531328	1	1	1	0.15	1	1	1	1	1	1	1	1	1	1	0
UBL4A	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PSG3	luad	17	No	N/A	No	1	1	1	1	0.162	1	1	1	1	1	0.813571	1	1	1	1	0
TMPRSS15	luad	46	No	N/A	No	9.075487e-05	1	1	1	0.6	1	1	1	1	1	0.832832	1	1	1	1	1
OR10G7	luad	14	No	N/A	No	0.3530518	1	1	1	0.0833	1	1	1	1	1	0.894842	1	1	1	1	0
TTF1	luad	14	No	N/A	No	1	1	1	1	0.409	1	1	1	1	1	1	1	0.145569733277465	1	1	0
RUSC2	luad	8	No	N/A	No	1	0.967739594849516	1	1	0.731	1	1	1	1	1	1	1	1	1	1	0
UBR7	luad	6	No	N/A	No	0.8995979	1	1	1	0.592	1	1	1	1	1	1	1	0.10756301953754	1	1	0
AOX1	luad	21	No	N/A	No	0.1879524	1	1	1	0.804	1	1	1	1	1	0.921578	1	1	1	1	0
CRTC1	luad	6	No	OG	Other somatic drivers in other tissues	1	0.655898709473789	1	1	0.18	1	1	1	1	1	1	1	1	1	1	0
BCS1L	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LPHN2	luad	49	No	N/A	No	0.03426357	0.483562991788139	0.471738017654	1	0.34	1	1	1	1	1	1	1	1	1	1	1
MYEOV2	luad	9	No	N/A	No	0.864978	1	1	1	0.211	1	1	1	1	1	1	1	1	1	1	0
TFDP1	luad	10	No	N/A	No	0.3177955	0.239395130387463	0.170584080939	1	0.597	1	1	1	1	1	1	1	1	1	1	0
NRAP	luad	33	No	N/A	No	0.6433417	1	1	1	0.144	1	1	1	1	1	1	1	1	1	1	0
GATA2	luad	7	No	OG	Missense somatic drivers in other tissues	0.3650951	1	1	1	0.513	1	1	1	1	1	1	1	0.0801625623904224	1	1	0
IFFO1	luad	10	No	N/A	No	1	1	1	1	0.942	1	1	1	1	1	1	1	1	1	1	0
KCNK10	luad	21	No	N/A	No	1	1	1	1	0.939	1	1	1	1	1	0.94627	1	1	1	1	0
PSME1	luad	8	No	N/A	No	1	1	1	1	0.23	1	1	1	1	1	1	1	1	1	1	0
CCL28	luad	6	No	N/A	No	0.02965339	1	1	1	0.27	1	1	1	1	1	1	1	1	1	1	1
AC093917.1	luad	37	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GALNTL6	luad	23	No	N/A	No	0.701246	1	1	1	0.736	1	1	1	1	1	0.802339	1	1	1	1	0
WBP7	luad	35	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HTR1A	luad	25	No	N/A	No	1	1	1	1	0.0846	1	1	1	1	1	0.84456	1	0.158927987980813	1	1	0
L3MBTL1	luad	13	No	N/A	No	1	1	1	1	1	0.661938415232441	1	1	1	1	0.890852	1	1	1	1	0
ADAMTS17	luad	21	No	N/A	No	1	1	1	1	0.312	1	1	1	1	1	0.794318	1	1	1	1	0
NR0B1	luad	14	No	N/A	No	0.01573282	1	1	1	0.922	1	1	1	1	1	0.894842	1	1	1	1	1
F13A1	luad	29	No	N/A	No	0.0004500215	1	1	1	0.436	1	1	1	1	1	0.794318	1	1	1	1	1
SLC4A1	luad	21	No	N/A	No	0.0004908924	1	1	1	0.971	1	1	1	1	1	0.851184	1	1	1	1	1
AASDH	luad	15	No	N/A	No	1	1	1	1	0.115	1	1	1	1	1	0.810801	1	1	1	1	0
AIFM3	luad	11	No	N/A	No	0.5095231	1	1	1	0.537	1	1	1	1	1	1	1	1	1	1	0
GLUD2	luad	14	No	N/A	No	1	0.440749075361117	0.281939728329	1	0.518	1	1	1	1	1	0.851184	1	0.149790765442822	1	1	0
CTNNB1	luad	19	No	OG	Missense somatic drivers in other tissues	0.00246418	0.00373883527632891	0.0107520760273	1.130942e-16	0.00655	7.83623116723947e-07	1	1	1	1	0.953733	5.011e-06	2.91877559850449e-16	7.97339360228589e-11	1	9
PRRC2C	luad	30	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PAK4	luad	7	No	N/A	No	0.7953035	1	1	1	0.851	1	1	1	1	1	1	1	1	1	1	0
FAM5B	luad	33	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IL6R	luad	8	No	N/A	No	0.9787873	1	1	1	0.937	1	1	1	1	1	1	1	1	1	1	0
FAM149A	luad	9	No	N/A	No	0.5050989	1	1	1	0.66	1	1	1	1	1	1	1	1	1	1	0
SMG5	luad	17	No	N/A	No	1	1	1	1	0.279	1	1	1	1	1	1	1	1	1	1	0
EZH1	luad	5	No	N/A	No	1	1	1	1	0.493	1	1	1	1	1	1	1	1	1	1	0
NPAS2	luad	5	No	N/A	No	1	1	1	1	0.424	1	1	1	1	1	1	1	1	1	1	0
SPPL2C	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM187	luad	5	No	N/A	No	0.9452407	0.671304396445124	1	1	0.281	1	1	1	1	1	1	1	1	1	1	0
APBB1IP	luad	17	No	N/A	No	0.06409692	0.907957157702193	0.22129056329	1	0.63	1	1	1	1	1	1	1	0.0619756656061852	1	1	0
SCG3	luad	15	No	N/A	No	1	1	1	1	0.93	1	1	1	1	1	1	1	1	1	1	0
SENP2	luad	6	No	N/A	No	0.167698	1	1	1	0.868	1	1	0.001199706	1	1	1	1	1	1	1	1
SLC39A4	luad	6	No	N/A	No	0.6622638	1	1	1	0.837	1	1	1	1	1	1	1	1	1	1	0
PFKL	luad	9	No	N/A	No	1	1	1	1	0.614	1	1	1	1	1	0.826273	1	1	1	1	0
HNRNPA1L2	luad	5	No	N/A	No	0.1036961	0.819777713448269	1	1	0.199	1	1	1	1	1	1	1	0.134577649666123	1	1	0
KCNS2	luad	17	No	N/A	No	0.02400691	1	1	1	0.386	1	1	1	1	1	0.964238	1	1	1	1	1
LAMC1	luad	26	No	N/A	No	0.07589232	0.0271322545258079	0.388776546124	1	0.354	0.745304939700185	1	1	1	1	0.434966	1	0.137542558179065	1	1	1
ZNF526	luad	5	No	N/A	No	1	1	1	1	0.394	1	1	1	1	1	1	1	1	1	1	0
UBQLN3	luad	20	No	N/A	No	0.1150963	1	1	1	0.0667	1	1	1	1	1	0.904178	1	0.165230951865757	1	1	0
ZFR2	luad	7	No	N/A	No	1	1	1	1	0.309	1	1	1	1	1	1	1	1	1	1	0
COL5A2	luad	60	No	N/A	No	5.49987e-12	1	1	1	0.0975	1	1	1	1	1	0.826273	1	1	1	1	1
FBRS	luad	7	No	N/A	No	0.718438	1	1	1	0.663	1	1	1	1	1	1	1	1	1	1	0
TUBB4B	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BBX	luad	12	No	N/A	No	1	1	0.242974966049	1	0.7	1	1	1	1	1	1	1	0.177956616544036	1	1	0
LCE4A	luad	9	No	N/A	No	0.2317152	1	1	1	0.419	1	1	1	1	1	1	0.0003858	1	1	1	1
PKP2	luad	28	No	N/A	No	0.1098392	0.642698314031566	0.314644061407	1	0.105	1	1	1	1	1	0.936477	1	1	1	1	0
HAPLN3	luad	11	No	N/A	No	0.1692476	1	1	1	0.365	1	1	1	1	1	1	1	1	1	1	0
PTEN	luad	11	No	TSG	Missense somatic drivers in other tissues	0.0007157729	8.17004173545235e-07	1	1	0.489	1	1	1	1	1	0.755148	1	0.211754567546245	1	1	2
NTRK2	luad	22	No	N/A	No	0.1989765	0.187746777505249	1	1	0.566	0.829459497731231	1	1	1	1	0.810801	1	1	1	1	0
ZNF780A	luad	11	No	N/A	No	0.2277576	1	0.0107520760273	1	0.994	0.776943234669683	1	1	1	1	1	1	1	1	1	1
RPL28	luad	5	No	N/A	No	0.9507493	1	1	1	0.253	1	1	1	1	1	1	1	1	1	1	0
ICK	luad	6	No	N/A	No	0.3421498	1	1	1	0.243	1	1	1	1	1	1	1	0.189795677662746	1	1	0
BTN3A3	luad	7	No	N/A	No	0.1822384	1	1	1	0.383	1	1	1	1	1	1	1	1	1	1	0
PLEKHA6	luad	14	No	N/A	No	0.5112051	1	0.281939728329	1	0.793	1	1	1	1	1	1	1	1	1	1	0
PARD6A	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EIF2C1	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
COL4A3	luad	16	No	N/A	No	1	1	1	1	0.982	0.809903765567018	1	1	1	1	0.784326	1	1	1	1	0
SCUBE2	luad	6	No	N/A	No	0.5996537	1	1	1	0.578	1	1	1	1	1	1	1	1	1	1	0
NKX2-5	luad	8	No	N/A	No	0.01996053	1	1	1	0.521	1	1	1	1	1	1	1	1	1	1	1
SCEL	luad	8	No	N/A	No	0.5172991	1	1	1	0.891	1	1	1	1	1	1	1	1	1	1	0
DNAH3	luad	69	No	N/A	No	0.02032988	1	1	1	0.855	1	1	1	1	1	0.998017	1	1	1	1	1
FRS2	luad	10	No	N/A	No	0.2032397	1	1	1	0.628	1	1	1	1	1	1	1	0.205000442853039	1	1	0
KLRK1	luad	11	No	N/A	No	0.07383618	1	1	1	0.359	1	1	1	1	1	1	1	1	1	1	0
ORC1	luad	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0999065105547785	1	1	0
VWCE	luad	13	No	N/A	No	1	1	1	1	0.943	1	1	1	1	1	1	1	1	1	1	0
GBF1	luad	17	No	N/A	No	0.6683328	0.0350846613065886	1	1	0.125	1	1	1	1	1	1	1	1	1	1	1
EMP3	luad	7	No	N/A	No	0.03236953	1	1	1	0.287	1	1	1	1	1	1	1	1	1	1	1
GABRG2	luad	33	No	N/A	No	0.2972063	1	1	1	0.272	1	1	1	1	1	0.866342	1	1	1	1	0
NEO1	luad	12	No	N/A	No	1	1	1	1	0.567	1	1	1	1	1	1	1	1	1	1	0
SLCO5A1	luad	28	No	N/A	No	0.01156226	1	1	1	0.998	1	1	1	1	1	1	1	1	1	1	1
GBP3	luad	9	No	N/A	No	0.410864	0.617827285875246	1	1	0.596	1	1	1	1	1	0.904178	1	1	1	1	0
PHKB	luad	10	No	N/A	No	1	0.60774117519284	1	1	0.355	1	1	1	1	1	1	1	1	1	1	0
SLC12A3	luad	11	No	N/A	No	1	1	1	1	0.091	1	1	1	1	1	1	1	0.197933247379034	1	1	0
LRFN5	luad	50	No	N/A	No	0.1494979	1	1	1	0.123	1	1	1	1	1	0.971316	1	1	1	1	0
LCP2	luad	14	No	N/A	No	0.1198229	0.11261414637376	1	1	0.0336	1	1	1	1	1	1	1	1	1	1	1
RAF1	luad	8	No	Unk	Other somatic drivers in other tissues	1	0.190220827242653	0.0002148138869	5.331656e-07	0.0852	1	1	1	1	1	1	1	1	1	1	2
SP1	luad	7	No	N/A	No	0.5099029	1	1	1	0.432	1	1	1	1	1	1	1	1	1	1	0
ATP2B2	luad	29	No	N/A	No	1	1	1	1	0.28	1	1	1	1	1	0.826439	1	1	1	1	0
SLC7A8	luad	6	No	N/A	No	1	1	1	1	0.915	1	1	1	1	1	1	1	1	1	1	0
OR56B4	luad	12	No	N/A	No	0.05576195	1	1	1	0.0716	1	1	1	1	1	1	1	1	1	1	0
C7orf33	luad	7	No	N/A	No	1	1	1	1	0.134	1	1	1	1	1	1	1	1	1	1	0
DBR1	luad	7	No	N/A	No	0.8992675	1	1	1	0.419	1	1	1	1	1	1	0.0007716	1	1	1	1
SETX	luad	28	No	N/A	No	1	1	1	1	0.108	1	1	1	1	1	1	1	1	1	1	0
OR5H15	luad	12	No	N/A	No	0.2174419	1	1	1	0.443	1	1	1	1	1	1	1	1	1	1	0
NCL	luad	9	No	N/A	No	1	1	0.0301408657406	0.0001648826	0.166	1	1	1	1	1	1	1	0.000306540758970577	1	1	3
TRIM71	luad	8	No	N/A	No	1	1	1	1	0.645	1	1	1	1	1	0.866928	1	1	1	1	0
ZNF559	luad	8	No	N/A	No	1	0.679604753940495	1	1	0.447	1	1	1	1	1	1	1	1	1	1	0
FGF7	luad	19	No	N/A	No	0.6420009	1	1	1	0.14	1	1	1	1	1	1	1	1	1	1	0
CYP4F3	luad	16	No	N/A	No	1	1	1	1	0.885	1	1	1	1	1	0.953733	1	1	1	1	0
NTM	luad	26	No	N/A	No	1	1	1	1	0.312	1	1	1	1	1	0.989135	1	1	1	1	0
B3GALNT2	luad	5	No	N/A	No	1	1	1	1	0.885	1	1	1	1	1	1	1	1	1	1	0
ASCC2	luad	7	No	N/A	No	0.918495	0.908070562080388	1	1	0.0716	1	1	1	1	1	1	1	0.171210421409871	1	1	0
TWISTNB	luad	11	No	N/A	No	0.09207119	1	0.170584080939	1	0.516	1	1	1	1	1	1	1	1	1	1	0
LARP4B	luad	13	No	N/A	No	0.2866038	0.675926673730533	0.242974966049	1	0.285	1	1	1	1	1	1	1	1	1	1	0
IL3RA	luad	9	No	N/A	No	0.409522	1	1	1	0.0557	1	1	1	1	1	1	1	1	1	1	0
PPHLN1	luad	5	No	N/A	No	0.6126968	1	1	1	0.741	1	1	1	1	1	1	1	1	1	1	0
PYDC2	luad	7	No	N/A	No	0.08828658	1	1	1	0.944	1	1	1	1	1	0.740921	1	1	1	1	0
OR2AG2	luad	9	No	N/A	No	0.1456126	1	1	1	0.88	1	1	1	1	1	0.560558	1	1	1	1	0
STEAP1B	luad	5	No	N/A	No	1	1	1	0.003181564	1	1	1	1	1	1	1	1	1	1	1	1
ARSF	luad	18	No	N/A	No	0.002311016	1	1	1	0.247	1	1	1	1	1	0.953733	1	1	1	1	1
TUBB3	luad	13	No	N/A	No	1	1	1	1	0.825	1	1	1	1	1	1	1	1	1	1	0
CD99L2	luad	9	No	N/A	No	0.1446167	0.0396439577807572	1	1	0.271	1	1	1	1	1	1	1	1	1	1	1
MAN2B2	luad	7	No	N/A	No	1	1	1	1	0.546	1	1	1	1	1	0.929167	1	1	1	1	0
AP002956.1	luad	19	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KLK1	luad	20	No	N/A	No	0.2098049	1	1	1	0.0104	1	1	1	1	1	0.975372	1	1	1	1	1
DRD1	luad	13	No	N/A	No	0.08641673	1	1	1	0.569	1	1	1	1	1	0.997626	1	1	1	1	0
NKG2-E	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PLIN2	luad	5	No	N/A	No	1	0.117074304832548	0.0301408657406	1	0.701	1	1	1	1	1	1	1	1	1	1	1
CLYBL	luad	5	No	N/A	No	1	1	1	1	0.414	1	1	1	1	1	1	1	1	1	1	0
FASTKD3	luad	9	No	N/A	No	1	1	1	1	0.611	1	1	1	1	1	1	1	1	1	1	0
CA3	luad	10	No	N/A	No	0.4386342	1	1	1	0.386	1	1	1	1	1	0.940867	1	1	1	1	0
MLEC	luad	7	No	N/A	No	0.08203404	1	1	1	0.686	1	1	1	1	1	1	1	1	1	1	0
LURAP1L	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AGPAT6	luad	5	No	N/A	No	0.8311176	0.771549478481256	1	1	0.44	1	1	1	1	1	1	1	0.174768421383759	1	1	0
CCKAR	luad	15	No	N/A	No	0.05709942	1	1	1	0.752	1	1	1	1	1	0.855884	1	1	1	1	0
MCOLN2	luad	6	No	N/A	No	1	1	1	1	0.766	1	1	1	1	1	1	1	1	1	1	0
CCDC24	luad	9	No	N/A	No	0.1939043	1	1	1	0.698	1	1	1	1	1	1	1	1	1	1	0
CATSPER2	luad	5	No	N/A	No	1	1	1	1	0.76	1	1	1	1	1	1	1	1	1	1	0
DMRT1	luad	8	No	N/A	No	0.3017092	1	1	1	0.297	1	1	1	1	1	1	1	1	1	1	0
NEDD8	luad	7	No	N/A	No	0.03667797	0.98565883679879	1	1	0.487	1	1	1	1	1	1	1	1	1	1	1
SNAP47	luad	7	No	N/A	No	0.904334	1	1	1	0.528	1	1	1	1	1	1	1	0.186892243523123	1	1	0
OR4D2	luad	11	No	N/A	No	0.118167	1	1	1	0.679	1	1	1	1	1	0.813571	1	1	1	1	0
PRAC	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC8A2	luad	12	No	N/A	No	1	1	1	1	0.432	1	1	1	1	1	1	1	1	1	1	0
LARGE	luad	13	No	N/A	No	1	1	0.0301408657406	1	0.278	1	1	1	1	1	1	1	1	1	1	1
FCGR2B	luad	18	No	Unk	Other somatic drivers in other tissues	0.2584217	1	0.0301408657406	1	0.274	1	1	1	1	1	1	1	1	1	1	1
DNAI2	luad	18	No	N/A	No	1	1	1	1	0.0403	1	1	1	1	1	0.953733	1	1	1	1	1
FOLR4	luad	7	No	N/A	No	0.4698379	1	1	1	0.603	1	1	1	1	1	1	1	1	1	1	0
COL4A1	luad	35	No	N/A	No	0.8169846	1	1	1	0.434	0.719525801740345	1	1	1	1	0.74661	1	1	1	1	0
FAM91A1	luad	15	No	N/A	No	0.804096	1	1	1	0.256	1	1	1	1	1	1	1	1	1	1	0
TNFRSF10B	luad	5	No	N/A	No	0.8778224	1	1	1	0.423	1	1	1	1	1	1	1	1	1	1	0
CMYA5	luad	42	No	N/A	No	0.8841367	1	1	1	0.831	1	1	1	1	1	1	1	0.187621210662185	1	1	0
LY6G6F	luad	6	No	N/A	No	1	1	1	1	0.504	1	1	1	1	1	1	1	1	1	1	0
AP4M1	luad	12	No	N/A	No	1	1	1	1	0.248	1	1	1	1	1	1	1	1	1	1	0
TMCO3	luad	9	No	N/A	No	0.1617696	1	1	1	0.804	1	1	1	1	1	0.989868	1	0.20142414806763	1	1	0
REG3A	luad	36	No	N/A	No	0.001117511	1	1	1	0.409	1	1	1	1	1	0.929167	1	1	1	1	1
EPHB6	luad	72	No	N/A	No	2.243301e-05	0.4330261945147	0.308925641919	1	0.699	1	1	1	1	1	0.851184	1	1	1	1	1
KLHDC3	luad	12	No	N/A	No	1	1	1	1	0.613	1	1	1	1	1	1	1	1	1	1	0
C17orf66	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GFOD2	luad	6	No	N/A	No	0.2716274	1	1	1	0.109	1	1	1	1	1	0.971316	1	1	1	1	0
TPR	luad	32	No	Unk	Other somatic drivers in other tissues	0.2174666	0.499365765083889	1	1	0.376	1	1	1	1	1	1	1	0.0058013391720412	1	1	1
KIF11	luad	6	No	N/A	No	1	1	1	1	0.0876	1	1	1	1	1	1	1	1	1	1	0
POSTN	luad	35	No	N/A	No	0.001134308	0.156677270155779	1	1	0.556	1	1	1	1	1	0.967987	1	1	1	1	1
PCDHA12	luad	84	No	N/A	No	1	1	1	1	0.4	1	1	1	1	1	0.939141	1	1	1	1	0
OR4K17	luad	24	No	N/A	No	0.005689788	1	1	1	0.968	1	1	1	1	1	0.973667	1	1	1	1	1
MCM3	luad	12	No	N/A	No	1	0.109249327471591	1	1	0.49	1	1	1	1	1	0.851184	1	0.189029608373641	1	1	0
AP3B2	luad	16	No	N/A	No	0.3530044	1	1	1	0.732	1	1	1	1	1	1	1	1	1	1	0
ST6GAL2	luad	38	No	N/A	No	0.03025517	1	1	1	0.349	1	1	1	1	1	0.88161	1	1	1	1	1
CDH9	luad	66	No	N/A	No	0.1608895	1	1	1	0.0786	1	1	1	1	1	0.893218	1	1	1	1	0
CREM	luad	6	No	N/A	No	1	0.465281305401933	1	1	0.512	1	1	1	1	1	1	1	1	1	1	0
UGT1A6	luad	41	No	N/A	No	1	1	1	1	0.612	1	1	1	1	1	1	1	1	1	0.0049845	1
GPATCH2L	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRPC4AP	luad	10	No	N/A	No	1	1	1	1	0.678	1	1	1	1	1	1	1	1	1	1	0
OR52M1	luad	10	No	N/A	No	0.5686253	1	1	1	0.909	1	1	1	1	1	1	1	1	1	1	0
DDC	luad	8	No	N/A	No	0.5043739	1	1	1	0.691	1	1	1	1	1	0.904178	1	1	1	1	0
NPR1	luad	16	No	N/A	No	0.02053218	1	1	1	0.955	1	1	1	1	1	0.896144	1	1	1	1	1
BNIP3L	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF585A	luad	13	No	N/A	No	0.799855	0.951548011011841	0.204009720262	1	0.274	1	1	1	1	1	1	1	0.210287995916728	1	1	0
PRTG	luad	14	No	N/A	No	0.8113621	1	1	1	0.27	1	1	1	1	1	0.794318	1	1	1	1	0
CPZ	luad	22	No	N/A	No	0.006615805	1	1	1	0.861	1	1	1	1	1	0.851888	1	1	1	1	1
GPRC5C	luad	9	No	N/A	No	0.9018047	0.555545482473897	0.137798603258	1	0.618	1	1	1	1	1	1	1	0.162420909624054	1	1	0
NEK5	luad	11	No	N/A	No	0.6333649	1	1	1	0.63	1	1	1	1	1	1	1	1	1	1	0
ZNF768	luad	14	No	N/A	No	0.5239856	1	1	1	0.378	1	1	1	1	1	1	1	1	1	1	0
APOC2	luad	5	No	N/A	No	0.6228443	1	1	1	0.983	1	1	1	1	1	1	1	1	1	1	0
FBXO21	luad	5	No	N/A	No	1	1	1	1	0.195	1	1	1	1	1	1	1	0.146422904356447	1	1	0
OR8H1	luad	18	No	N/A	No	0.4239403	1	1	1	0.218	1	1	1	1	1	0.211628	1	1	1	1	0
TMEM18	luad	8	No	N/A	No	0.04853109	1	1	1	0.812	1	1	1	1	1	1	1	1	1	1	1
DDX54	luad	10	No	N/A	No	1	0.627555213872947	1	1	0.606	1	1	1	1	1	1	1	0.14595194759697	1	1	0
PDZRN4	luad	29	No	N/A	No	0.9609979	1	1	1	0.181	1	1	1	1	1	0.826273	1	1	1	1	0
BIN1	luad	5	No	N/A	No	1	1	1	1	0.544	1	1	1	1	1	1	1	1	1	1	0
ACTL7A	luad	5	No	N/A	No	1	1	1	1	0.637	1	1	1	1	1	0.936055	1	1	1	1	0
TTBK1	luad	21	No	N/A	No	0.06994753	1	1	1	0.964	1	1	1	1	1	1	1	1	1	1	0
EXPH5	luad	30	No	N/A	No	0.0513518	0.503118333950468	0.419768345655	1	0.0915	1	1	1	1	1	1	1	1	1	1	0
USP14	luad	9	No	N/A	No	1	1	1	1	0.493	1	1	1	1	1	0.929167	1	0.201769265748709	1	1	0
OR1S1	luad	17	No	N/A	No	0.007849006	1	1	1	0.51	1	1	1	1	1	0.908014	1	1	1	1	1
EPS15	luad	6	No	Unk	Other somatic drivers in other tissues	1	0.441546792602883	1	1	0.842	1	1	1	1	1	1	1	0.0215952071846604	1	1	1
PPP1R21	luad	10	No	N/A	No	1	0.959495425140083	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ANKRD32	luad	6	No	N/A	No	0.8739585	1	0.000129219712691	1	0.694	1	1	1	1	1	1	1	1	1	1	1
SLCO1B1	luad	25	No	N/A	No	0.6507429	1	1	1	0.846	1	1	1	1	1	1	1	1	1	1	0
AHRR	luad	11	No	N/A	No	1	1	1	1	0.672	1	1	1	1	1	1	1	1	1	1	0
NUGGC	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRIM24	luad	9	No	OG	Other somatic drivers in other tissues	1	1	1	1	0.826	1	1	1	1	1	1	1	0.0166416963518351	1	1	1
GRHL3	luad	10	No	N/A	No	0.8247375	1	1	1	0.369	1	1	1	1	1	1	1	1	1	1	0
FOXM1	luad	8	No	N/A	No	0.5202682	0.4371336781204	1	1	0.041	1	1	1	1	1	1	1	1	1	1	1
PCDH15	luad	115	No	N/A	No	0.006145824	1	1	1	0.601	1	1	1	1	1	0.851184	1	1	1	1	1
RIOK1	luad	6	No	N/A	No	0.3979602	0.458266944579231	1	1	0.459	1	1	1	1	1	1	1	1	1	1	0
EVA1B	luad	8	No	N/A	No	1	0.949176498535178	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CLEC12B	luad	7	No	N/A	No	0.1251716	1	1	1	0.276	1	1	1	1	1	1	1	1	1	1	0
CDHR1	luad	26	No	N/A	No	0.4008214	1	1	1	0.224	1	1	1	1	1	0.690044	1	1	1	1	0
FOLR3	luad	5	No	N/A	No	0.8418632	1	1	1	0.416	1	1	1	1	1	1	1	1	1	1	0
MYO19	luad	14	No	N/A	No	1	1	1	1	0.366	1	1	1	1	1	0.978903	1	0.164345962240756	1	1	0
ANKRD39	luad	6	No	N/A	No	0.9909418	1	1	1	1	1	1	1	1	1	1	1	0.06673452672486	1	1	0
SLC24A5	luad	12	No	N/A	No	0.05132321	1	1	1	0.994	1	1	1	1	1	1	1	1	1	1	0
PSG11	luad	28	No	N/A	No	0.0004051176	1	1	1	0.521	1	1	1	1	1	0.851005	1	1	1	1	1
ZBTB10	luad	6	No	N/A	No	0.7489026	1	1	1	0.775	1	1	1	1	1	1	1	0.0209331374173733	1	1	1
WDR66	luad	15	No	N/A	No	0.07411743	1	1	1	0.116	1	1	1	1	1	0.931822	1	1	1	1	0
PANX1	luad	8	No	N/A	No	0.7809876	1	1	1	0.186	1	1	1	1	1	1	1	1	1	1	0
SBDS	luad	5	No	Unk	Other germline drivers in other tissues	0.2859193	0.302062116370375	1	1	0.642	1	1	1	1	1	1	1	1	1	1	0
DLST	luad	6	No	N/A	No	0.3876524	0.596911721878928	1	1	0.885	1	1	1	1	1	1	1	0.0768999084813915	1	1	0
VNN2	luad	14	No	N/A	No	0.07134872	1	1	1	1	1	1	1	1	1	0.928372	1	1	1	1	0
HCLS1	luad	18	No	N/A	No	0.07613438	1	1	1	0.555	1	1	1	1	1	1	1	0.146377517469313	1	1	0
DMKN	luad	9	No	N/A	No	0.504391	0.687703884797224	0.100384925611	1	0.533	1	1	1	1	1	1	1	1	1	1	0
HLX	luad	12	No	N/A	No	0.5359169	1	1	1	0.000862	1	1	1	1	1	1	1	0.13980524293827	1	1	1
KIAA1407	luad	7	No	N/A	No	1	1	1	1	0.42	1	1	1	1	1	1	1	1	1	1	0
PGM2	luad	8	No	N/A	No	0.3123574	1	1	1	0.37	1	1	1	1	1	1	1	1	1	1	0
BIN2	luad	11	No	N/A	No	0.3428645	0.816837368384149	1	1	0.521	1	1	1	1	1	1	1	1	1	1	0
ATP6V1B1	luad	7	No	N/A	No	1	1	1	1	0.768	1	1	1	1	1	1	1	1	1	1	0
CES5A	luad	22	No	N/A	No	1	1	1	1	1	1	1	1	1	1	0.890852	1	1	1	1	0
ZNF280C	luad	9	No	N/A	No	0.713284	1	1	1	0.653	1	1	1	1	1	1	1	0.198765257271674	1	1	0
HGF	luad	54	No	N/A	No	0.5650756	0.359775200918293	0.468711386386	1	0.438	1	1	1	1	1	0.867504	1	1	1	1	0
ASXL2	luad	21	No	N/A	No	0.01062126	0.237365325878407	0.322418394372	1	0.987	1	1	1	1	1	1	1	1	1	1	1
HBG1	luad	14	No	N/A	No	1	1	1	1	0.83	1	1	1	1	1	0.434966	1	1	1	1	0
